"";"LotArea";"LotShape";"Utilities";"LandSlope";"HouseStyle";"OverallCond";"YearBuilt";"YearRemodAdd";"BsmtCond";"TotalBsmtSF";"Heating";"HeatingQC";"CentralAir";"KitchenQual";"Fireplaces";"FireplaceQu";"GarageCars";"GarageArea";"GarageCond";"PoolArea";"PoolQC";"MoSold";"YrSold";"SalePrice"
"590";"9100 m2";"Reg";"AllPub";"Gtl";"1Story";6;1930;1960;"TA";742;"GasA";"TA";"Y";"TA";0;NA;1;308;"TA";0;NA;8;2008;79500
"591";"8320 m2";"Reg";"AllPub";"Gtl";"2Story";5;2004;2004;"TA";770;"GasA";"Ex";"Y";"Gd";0;NA;2;520;"TA";0;NA;9;2008;185900
"592";"13478 m2";"IR1";"AllPub";"Gtl";"2Story";5;2008;2008;"TA";1722;"GasA";"Ex";"Y";"Ex";1;"Gd";3;842;"TA";0;NA;6;2009;451950
"593";"6600 m2";"Reg";"AllPub";"Gtl";"1Story";8;1982;2003;"Gd";816;"GasA";"Ex";"Y";"TA";0;NA;2;816;"TA";0;NA;6;2008;138000
"594";"4435 m2";"Reg";"AllPub";"Gtl";"1Story";5;2003;2003;"TA";848;"GasA";"Ex";"Y";"Gd";0;NA;2;420;"TA";0;NA;5;2009;140000
"595";"7990 m2";"IR1";"AllPub";"Gtl";"1Story";6;1975;1975;"TA";924;"GasA";"TA";"Y";"TA";0;NA;1;280;"TA";0;NA;4;2008;110000
"596";"11302 m2";"IR1";"AllPub";"Gtl";"1Story";5;2005;2006;"TA";1814;"GasA";"Ex";"Y";"Gd";1;"TA";3;758;"TA";0;NA;8;2006;319000
"597";"3600 m2";"Reg";"AllPub";"Gtl";"2Story";7;1910;1993;"TA";684;"GasA";"Ex";"N";"TA";0;NA;1;216;"Fa";0;NA;10;2006;114504
"598";"3922 m2";"Reg";"AllPub";"Gtl";"1Story";5;2006;2007;"TA";1258;"GasA";"Ex";"Y";"Gd";1;"Gd";3;648;"TA";0;NA;2;2007;194201
"599";"12984 m2";"Reg";"AllPub";"Gtl";"1Story";6;1977;1977;"TA";1430;"GasA";"Ex";"Y";"Gd";1;"TA";2;621;"TA";0;NA;3;2006;217500
"600";"1950 m2";"Reg";"AllPub";"Gtl";"2Story";6;1980;1980;"TA";716;"GasA";"TA";"Y";"TA";1;"TA";2;452;"TA";0;NA;7;2008;151000
"601";"10927 m2";"Reg";"AllPub";"Gtl";"2Story";5;2005;2005;"TA";1058;"GasA";"Ex";"Y";"Ex";1;"Gd";2;736;"TA";0;NA;6;2006;275000
"602";"9000 m2";"Reg";"AllPub";"Gtl";"1.5Fin";6;1937;1950;"TA";780;"GasA";"TA";"Y";"Gd";1;"Gd";1;544;"TA";0;NA;12;2007;141000
"603";"10041 m2";"IR1";"AllPub";"Gtl";"2Story";5;1992;1992;"TA";908;"GasA";"Ex";"Y";"Gd";1;"TA";2;506;"TA";0;NA;2;2006;220000
"604";"3182 m2";"Reg";"AllPub";"Gtl";"2Story";5;2004;2005;"TA";600;"GasA";"Ex";"Y";"Gd";0;NA;2;480;"TA";0;NA;6;2010;151000
"605";"12803 m2";"IR1";"AllPub";"Gtl";"1Story";5;2002;2002;"TA";1494;"GasA";"Ex";"Y";"Gd";1;"TA";2;530;"TA";0;NA;9;2008;221000
"606";"13600 m2";"Reg";"AllPub";"Gtl";"2Story";6;1965;1990;"TA";768;"GasA";"TA";"Y";"TA";3;"Fa";2;486;"TA";0;NA;10;2009;205000
"607";"12464 m2";"IR2";"AllPub";"Mod";"1Story";5;1996;1996;"TA";1040;"GasA";"Gd";"Y";"Gd";0;NA;2;576;"TA";0;NA;11;2009;152000
"608";"7800 m2";"Reg";"AllPub";"Mod";"2Story";8;1948;2002;"Gd";896;"GasA";"Ex";"Y";"Ex";0;NA;1;230;"TA";0;NA;8;2006;225000
"609";"12168 m2";"Reg";"AllPub";"Mod";"2Story";6;1934;1998;"TA";965;"GasA";"TA";"Y";"TA";2;"Gd";2;380;"TA";0;NA;9;2007;359100
"610";"7943 m2";"Reg";"AllPub";"Gtl";"1Story";5;1961;1961;"TA";1029;"GasA";"Gd";"Y";"TA";0;NA;1;261;"TA";0;NA;4;2007;118500
"611";"11050 m2";"Reg";"AllPub";"Gtl";"2Story";5;2000;2000;"TA";1440;"GasA";"Ex";"Y";"Ex";2;"Ex";3;736;"TA";0;NA;5;2009;313000
"612";"10395 m2";"IR1";"AllPub";"Gtl";"SLvl";6;1978;1978;"TA";1032;"GasA";"TA";"Y";"TA";1;"TA";2;564;"TA";0;NA;7;2007;148000
"613";"11885 m2";"Reg";"AllPub";"Gtl";"2Story";5;2001;2001;"TA";1299;"GasA";"Ex";"Y";"Ex";1;"TA";2;531;"TA";0;NA;11;2009;261500
"614";"8402 m2";"Reg";"AllPub";"Gtl";"1Story";5;2007;2007;"TA";1120;"GasA";"Ex";"Y";"TA";0;NA;0;0;NA;0;NA;12;2007;147000
"615";"1491 m2";"Reg";"AllPub";"Gtl";"SFoyer";6;1972;1972;"TA";630;"GasA";"Ex";"Y";"TA";0;NA;0;0;NA;0;NA;5;2010;75500
"616";"8800 m2";"Reg";"AllPub";"Gtl";"SFoyer";7;1963;1963;"TA";936;"GasA";"Ex";"Y";"Gd";0;NA;2;480;"TA";0;NA;5;2010;137500
"617";"7861 m2";"IR1";"AllPub";"Gtl";"2Story";5;2002;2003;"TA";783;"GasA";"Ex";"Y";"Gd";1;"Gd";2;393;"TA";0;NA;6;2006;183200
"618";"7227 m2";"Reg";"AllPub";"Mod";"1.5Unf";6;1954;1954;"TA";832;"GasA";"Gd";"Y";"Gd";0;NA;2;528;"TA";0;NA;6;2008;105500
"619";"11694 m2";"Reg";"AllPub";"Gtl";"1Story";5;2007;2007;"TA";1822;"GasA";"Ex";"Y";"Gd";1;"Gd";3;774;"TA";0;NA;7;2007;314813
"620";"12244 m2";"Reg";"AllPub";"Gtl";"2Story";5;2003;2003;"TA";1482;"GasA";"Ex";"Y";"Gd";2;"Gd";3;749;"TA";0;NA;8;2008;305000
"621";"8248 m2";"Reg";"AllPub";"Gtl";"1Story";3;1914;1950;"TA";864;"GasA";"TA";"N";"TA";0;NA;0;0;NA;0;NA;9;2008;67000
"622";"10800 m2";"Reg";"AllPub";"Gtl";"2Story";7;1974;1997;"TA";1522;"GasA";"TA";"Y";"TA";1;"TA";2;624;"TA";0;NA;6;2008;240000
"623";"7064 m2";"Reg";"AllPub";"Gtl";"1Story";6;1977;1977;"TA";980;"GasA";"TA";"Y";"TA";0;NA;2;484;"TA";0;NA;7;2009;135000
"624";"2117 m2";"Reg";"AllPub";"Gtl";"2Story";5;2000;2000;"TA";756;"GasA";"Ex";"Y";"Gd";1;"TA";2;440;"TA";0;NA;6;2007;168500
"625";"10400 m2";"Reg";"AllPub";"Gtl";"2Story";5;1972;1972;"TA";732;"GasA";"Gd";"Y";"TA";1;"TA";2;484;"TA";0;NA;11;2006;165150
"626";"10000 m2";"IR1";"AllPub";"Gtl";"1Story";6;1962;1962;"TA";1116;"GasA";"TA";"Y";"TA";0;NA;2;440;"TA";0;NA;2;2010;160000
"627";"12342 m2";"IR1";"AllPub";"Gtl";"1Story";5;1960;1978;"TA";978;"GasA";"TA";"Y";"TA";1;"TA";1;286;"TA";0;NA;8;2007;139900
"628";"9600 m2";"Reg";"AllPub";"Gtl";"SLvl";6;1955;1972;"TA";1156;"GasA";"Ex";"Y";"TA";2;"Gd";1;364;"TA";0;NA;3;2010;153000
"629";"11606 m2";"IR1";"AllPub";"Sev";"2Story";5;1969;1969;"TA";1040;"GasA";"TA";"Y";"Fa";2;"TA";2;504;"TA";0;NA;9;2007;135000
"630";"9020 m2";"Reg";"AllPub";"Gtl";"SLvl";5;1964;1964;"TA";1248;"GasA";"TA";"Y";"TA";0;NA;2;520;"TA";0;NA;6;2008;168500
"631";"9000 m2";"Reg";"AllPub";"Gtl";"2Story";6;1880;1991;"Fa";636;"GasA";"TA";"Y";"Ex";0;NA;1;240;"Po";0;NA;6;2006;124000
"632";"4590 m2";"Reg";"AllPub";"Gtl";"1Story";5;2006;2006;"Gd";1554;"GasA";"Ex";"Y";"Gd";1;"Gd";2;627;"TA";0;NA;8;2007;209500
"633";"11900 m2";"Reg";"AllPub";"Gtl";"1Story";5;1977;1977;"TA";1386;"GasA";"TA";"Y";"TA";1;"TA";2;544;"TA";0;NA;4;2009;82500
"634";"9250 m2";"Reg";"AllPub";"Gtl";"1Story";7;1954;2005;"TA";1056;"GasA";"TA";"Y";"TA";0;NA;1;260;"TA";0;NA;7;2007;139400
"635";"6979 m2";"Reg";"AllPub";"Gtl";"SFoyer";5;1980;1980;"TA";1056;"GasA";"Gd";"Y";"TA";0;NA;2;576;"TA";0;NA;6;2010;144000
"636";"10896 m2";"Reg";"AllPub";"Gtl";"2.5Fin";7;1914;1995;"Fa";1440;"GasA";"Ex";"Y";"Fa";0;NA;0;0;NA;0;NA;3;2007;200000
"637";"6120 m2";"Reg";"AllPub";"Gtl";"1Story";3;1936;1950;"Fa";264;"Grav";"Fa";"N";"Fa";1;"Po";0;0;NA;0;NA;1;2009;60000
"638";"6000 m2";"Reg";"AllPub";"Gtl";"1.5Fin";4;1954;1954;"TA";811;"GasA";"TA";"Y";"Gd";0;NA;1;256;"TA";0;NA;11;2009;93000
"639";"8777 m2";"Reg";"AllPub";"Gtl";"1Story";7;1910;1950;"TA";796;"GasA";"Gd";"Y";"TA";0;NA;0;0;NA;0;NA;5;2008;85000
"640";"3982 m2";"Reg";"AllPub";"Gtl";"1Story";5;2006;2006;"Gd";1520;"GasA";"Ex";"Y";"Ex";1;"Gd";3;648;"TA";0;NA;10;2006;264561
"641";"12677 m2";"IR1";"AllPub";"Gtl";"1Story";5;2003;2004;"TA";1518;"GasA";"Ex";"Y";"Ex";1;"Gd";2;588;"TA";0;NA;4;2008;274000
"642";"7050 m2";"Reg";"AllPub";"Gtl";"2Story";5;2001;2001;"TA";1057;"GasA";"Ex";"Y";"Gd";1;"TA";2;650;"TA";0;NA;5;2007;226000
"643";"13860 m2";"Reg";"AllPub";"Gtl";"SLvl";7;1972;1995;"TA";1952;"GasA";"Gd";"Y";"Ex";3;"TA";2;538;"TA";0;NA;7;2009;345000
"644";"10793 m2";"Reg";"AllPub";"Gtl";"2Story";5;1969;1969;"TA";780;"GasA";"Ex";"Y";"TA";0;NA;2;462;"TA";0;NA;4;2007;152000
"645";"9187 m2";"Reg";"AllPub";"Gtl";"1Story";5;2009;2009;"TA";1766;"GasA";"Ex";"Y";"Ex";1;"Gd";3;478;"TA";0;NA;10;2009;370878
"646";"10530 m2";"IR1";"AllPub";"Gtl";"1Story";5;1971;1971;"TA";981;"GasA";"TA";"Y";"TA";0;NA;2;576;"TA";0;NA;3;2007;143250
"647";"7200 m2";"Reg";"AllPub";"Gtl";"1Story";5;1950;1950;NA;0;"GasA";"Gd";"Y";"TA";0;NA;2;420;"TA";0;NA;7;2008;98300
"648";"10452 m2";"IR1";"AllPub";"Gtl";"1Story";5;1953;1953;"TA";1094;"GasA";"Ex";"Y";"TA";2;"Gd";2;495;"TA";0;NA;6;2008;155000
"649";"7700 m2";"Reg";"AllPub";"Gtl";"2Story";5;1966;1966;"TA";756;"GasA";"TA";"Y";"TA";1;"TA";2;442;"TA";0;NA;6;2010;155000
"650";"1936 m2";"Reg";"AllPub";"Gtl";"SFoyer";6;1970;1970;"TA";630;"GasA";"Gd";"Y";"TA";0;NA;0;0;NA;0;NA;12;2007;84500
"651";"8125 m2";"Reg";"AllPub";"Gtl";"2Story";6;2007;2007;"TA";813;"GasA";"Ex";"Y";"Gd";0;NA;2;562;"TA";0;NA;5;2008;205950
"652";"9084 m2";"Reg";"AllPub";"Gtl";"2Story";5;1940;1950;"TA";755;"GasA";"TA";"Y";"TA";1;"Gd";1;296;"Po";0;NA;10;2009;108000
"653";"8750 m2";"Reg";"AllPub";"Gtl";"2Story";5;1996;1996;"TA";880;"GasA";"Ex";"Y";"Gd";1;"TA";2;512;"TA";0;NA;7;2009;191000
"654";"10320 m2";"Reg";"AllPub";"Gtl";"1.5Fin";7;1906;1995;"TA";756;"GasA";"Ex";"Y";"TA";0;NA;1;216;"TA";0;NA;6;2008;135000
"655";"10437 m2";"IR1";"AllPub";"Gtl";"1Story";6;1995;1995;"TA";2109;"GasA";"Ex";"Y";"Gd";1;"TA";3;839;"TA";0;NA;8;2008;350000
"656";"1680 m2";"Reg";"AllPub";"Gtl";"2Story";5;1971;1971;"TA";525;"GasA";"TA";"Y";"TA";0;NA;1;264;"TA";0;NA;3;2010;88000
"657";"10007 m2";"IR1";"AllPub";"Gtl";"1Story";7;1959;2006;"TA";1053;"GasA";"Ex";"Y";"Gd";0;NA;1;312;"TA";0;NA;8;2008;145500
"658";"7200 m2";"Reg";"AllPub";"Mod";"2Story";6;1931;2000;"TA";776;"GasA";"TA";"Y";"TA";1;"Gd";1;270;"TA";0;NA;2;2008;149000
"659";"17503 m2";"Reg";"AllPub";"Gtl";"1.5Fin";5;1948;1950;"TA";912;"GasA";"TA";"Y";"TA";1;"Gd";1;330;"TA";0;NA;1;2010;97500
"660";"9937 m2";"Reg";"AllPub";"Gtl";"1Story";7;1964;1999;"TA";1486;"GasA";"Ex";"Y";"TA";0;NA;2;480;"TA";0;NA;3;2009;167000
"661";"12384 m2";"Reg";"AllPub";"Gtl";"2Story";7;1976;1976;"TA";793;"GasA";"TA";"Y";"TA";1;"TA";2;550;"TA";0;NA;11;2007;197900
"662";"46589 m2";"IR2";"AllPub";"Gtl";"2Story";7;1994;2005;"Gd";1629;"GasA";"Ex";"Y";"Gd";1;"TA";3;711;"TA";0;NA;7;2009;402000
"663";"13560 m2";"Reg";"AllPub";"Gtl";"1Story";3;1968;1968;"Fa";1392;"GasA";"Gd";"Y";"TA";2;"TA";2;576;"TA";0;NA;7;2009;110000
"664";"10012 m2";"Reg";"AllPub";"Gtl";"SFoyer";5;1972;1972;"TA";1138;"GasA";"TA";"Y";"TA";0;NA;2;588;"TA";0;NA;4;2008;137500
"665";"20896 m2";"IR2";"AllPub";"Gtl";"1Story";5;2005;2006;"TA";2077;"GasA";"Ex";"Y";"Ex";1;"Ex";3;1134;"TA";0;NA;1;2006;423000
"666";"11194 m2";"IR1";"AllPub";"Gtl";"2Story";5;2000;2000;"TA";1406;"GasA";"Ex";"Y";"Gd";1;"TA";2;504;"TA";0;NA;11;2006;230500
"667";"18450 m2";"IR1";"AllPub";"Gtl";"2Story";5;1965;1979;"TA";1021;"GasA";"TA";"Y";"TA";1;"Po";2;596;"TA";0;NA;8;2007;129000
"668";"8125 m2";"Reg";"AllPub";"Gtl";"1Story";5;1994;1998;"TA";1408;"GasA";"Ex";"Y";"Gd";1;"Fa";2;575;"TA";0;NA;10;2008;193500
"669";"14175 m2";"Reg";"AllPub";"Mod";"1Story";6;1956;1987;"TA";1188;"GasA";"Gd";"Y";"TA";1;"TA";2;576;"TA";0;NA;11;2006;168000
"670";"11600 m2";"Reg";"AllPub";"Gtl";"1Story";5;1922;1950;"TA";700;"GasA";"Ex";"Y";"Fa";1;"Gd";1;252;"Fa";0;NA;7;2006;137500
"671";"8633 m2";"Reg";"AllPub";"Gtl";"2Story";5;2005;2005;"TA";738;"GasA";"Ex";"Y";"Gd";0;NA;2;540;"TA";0;NA;2;2009;173500
"672";"6629 m2";"Reg";"AllPub";"Gtl";"2Story";6;1925;1950;"TA";672;"GasA";"TA";"N";"TA";0;NA;1;300;"TA";0;NA;7;2009;103600
"673";"11250 m2";"IR1";"AllPub";"Gtl";"1Story";6;1977;1977;"TA";1208;"GasA";"TA";"Y";"TA";1;"TA";2;546;"TA";0;NA;6;2006;165000
"674";"14442 m2";"Reg";"AllPub";"Gtl";"1Story";7;1957;2004;"TA";1477;"GasA";"Ex";"Y";"Gd";2;"TA";2;416;"TA";0;NA;6;2007;257500
"675";"9200 m2";"Reg";"AllPub";"Gtl";"1Story";6;1965;1965;"TA";1136;"GasA";"TA";"Y";"TA";1;"Gd";1;384;"TA";0;NA;7;2008;140000
"676";"2289 m2";"Reg";"AllPub";"Gtl";"2Story";6;1978;1978;"TA";855;"GasA";"TA";"Y";"TA";1;"TA";2;440;"TA";0;NA;4;2009;148500
"677";"9600 m2";"Reg";"AllPub";"Gtl";"2Story";2;1900;1950;"Fa";1095;"GasW";"Fa";"N";"TA";0;NA;3;779;"Fa";0;NA;5;2006;87000
"678";"9022 m2";"Reg";"AllPub";"Gtl";"1Story";8;1924;2006;"TA";768;"GasA";"Ex";"Y";"Gd";0;NA;1;240;"Fa";0;NA;5;2009;109500
"679";"11844 m2";"IR1";"AllPub";"Gtl";"1Story";5;2008;2008;"TA";2046;"GasA";"Ex";"Y";"Gd";1;"Gd";3;834;"TA";0;NA;7;2009;372500
"680";"9945 m2";"IR1";"AllPub";"Gtl";"1Story";5;1961;1961;"TA";988;"GasA";"TA";"Y";"TA";0;NA;2;572;"TA";0;NA;10;2007;128500
"681";"8012 m2";"Reg";"AllPub";"Gtl";"1Story";5;1980;1980;"TA";923;"GasA";"TA";"Y";"TA";1;"TA";1;264;"TA";0;NA;5;2010;143000
"682";"4500 m2";"IR2";"AllPub";"Gtl";"1.5Fin";5;1932;2000;"TA";793;"GasA";"Ex";"Y";"TA";0;NA;1;281;"TA";0;NA;7;2009;159434
"683";"2887 m2";"Reg";"AllPub";"Gtl";"1Story";5;1996;1997;"TA";1291;"GasA";"Ex";"Y";"Gd";1;"Gd";2;431;"TA";0;NA;11;2008;173000
"684";"11248 m2";"IR1";"AllPub";"Gtl";"1Story";5;2002;2002;"TA";1626;"GasA";"Ex";"Y";"Gd";1;"TA";3;702;"TA";0;NA;7;2007;285000
"685";"16770 m2";"IR2";"AllPub";"Gtl";"2Story";5;1998;1998;"TA";1195;"GasA";"Gd";"Y";"TA";0;NA;2;486;"TA";0;NA;6;2010;221000
"686";"5062 m2";"IR1";"AllPub";"Gtl";"2Story";5;1984;1984;"TA";1190;"GasA";"Gd";"Y";"Gd";1;"TA";2;577;"TA";0;NA;9;2007;207500
"687";"10207 m2";"Reg";"AllPub";"Gtl";"2Story";6;2007;2007;"TA";874;"GasA";"Ex";"Y";"Gd";0;NA;2;578;"TA";0;NA;8;2007;227875
"688";"5105 m2";"IR2";"AllPub";"Gtl";"2Story";5;2004;2004;"TA";551;"GasA";"Ex";"Y";"Gd";0;NA;2;480;"TA";0;NA;3;2007;148800
"689";"8089 m2";"Reg";"AllPub";"Gtl";"1Story";6;2007;2007;"TA";1419;"GasA";"Ex";"Y";"Gd";1;"Gd";2;567;"TA";0;NA;10;2007;392000
"690";"7577 m2";"IR1";"AllPub";"Gtl";"1Story";5;2005;2006;"TA";1362;"GasA";"Ex";"Y";"Gd";1;"Gd";2;460;"TA";0;NA;6;2007;194700
"691";"4426 m2";"Reg";"AllPub";"Gtl";"1Story";5;2004;2004;"TA";848;"GasA";"Ex";"Y";"Gd";1;"TA";2;420;"TA";0;NA;5;2008;141000
"692";"21535 m2";"IR1";"AllPub";"Gtl";"2Story";6;1994;1995;"TA";2444;"GasA";"Ex";"Y";"Ex";2;"Ex";3;832;"TA";0;NA;1;2007;755000
"693";"26178 m2";"IR1";"AllPub";"Mod";"2Story";5;1989;1990;"TA";1210;"GasA";"Ex";"Y";"Gd";2;"Gd";2;628;"TA";0;NA;4;2006;335000
"694";"5400 m2";"Reg";"AllPub";"Sev";"1Story";6;1921;1968;"TA";1073;"GasA";"Ex";"Y";"TA";0;NA;1;326;"TA";0;NA;12;2006;108480
"695";"6120 m2";"Reg";"AllPub";"Gtl";"1.5Fin";6;1936;1950;"TA";927;"GasA";"TA";"Y";"TA";0;NA;2;576;"TA";0;NA;4;2009;141500
"696";"13811 m2";"IR1";"AllPub";"Gtl";"1Story";6;1987;1987;"Gd";1112;"GasA";"Gd";"Y";"Gd";1;"TA";2;551;"TA";0;NA;7;2006;176000
"697";"6000 m2";"Reg";"AllPub";"Gtl";"1Story";7;1921;1950;"TA";616;"GasA";"Gd";"Y";"TA";0;NA;1;205;"TA";0;NA;6;2006;89000
"698";"6420 m2";"IR1";"AllPub";"Gtl";"1Story";7;1952;1952;"Gd";980;"GasA";"Fa";"Y";"TA";0;NA;1;308;"TA";0;NA;9;2006;123500
"699";"8450 m2";"Reg";"AllPub";"Gtl";"1Story";8;1965;2009;"TA";894;"GasA";"Ex";"Y";"TA";1;"Gd";1;336;"TA";0;NA;4;2010;138500
"700";"4282 m2";"IR2";"AllPub";"Gtl";"1Story";5;2004;2004;"TA";1391;"GasA";"Ex";"Y";"Gd";0;NA;2;530;"TA";0;NA;7;2008;196000
"701";"14331 m2";"Reg";"AllPub";"Gtl";"1Story";5;2002;2002;"TA";1800;"GasA";"Ex";"Y";"Gd";1;"Gd";3;765;"TA";0;NA;5;2006;312500
"702";"9600 m2";"Reg";"AllPub";"Gtl";"1Story";5;1969;1969;"TA";1164;"GasA";"TA";"Y";"TA";0;NA;2;528;"TA";0;NA;7;2006;140000
"703";"12438 m2";"IR1";"AllPub";"Gtl";"2Story";5;2006;2006;"Gd";1234;"GasA";"Ex";"Y";"Ex";1;"Gd";3;666;"TA";0;NA;7;2006;361919
"704";"7630 m2";"Reg";"AllPub";"Gtl";"2Story";9;1900;1996;"TA";360;"GasA";"Gd";"Y";"Gd";1;"Po";2;672;"TA";0;NA;5;2010;140000
"705";"8400 m2";"Reg";"AllPub";"Gtl";"1Story";5;2004;2005;"TA";1473;"GasA";"Ex";"Y";"Gd";0;NA;2;606;"TA";0;NA;5;2010;213000
"706";"5600 m2";"Reg";"AllPub";"Gtl";"2Story";5;1930;1950;NA;0;"GasA";"Fa";"N";"Fa";0;NA;0;0;NA;0;NA;7;2010;55000
"707";"115149 m2";"IR2";"AllPub";"Sev";"1Story";5;1971;2002;"TA";1643;"GasA";"TA";"Y";"Gd";2;"TA";2;739;"TA";0;NA;6;2007;302000
"708";"6240 m2";"Reg";"AllPub";"Gtl";"1Story";5;2006;2006;"TA";1324;"GasA";"Ex";"Y";"Gd";1;"Gd";2;550;"TA";0;NA;12;2009;254000
"709";"9018 m2";"IR1";"AllPub";"Gtl";"2Story";5;2007;2007;"TA";728;"GasA";"Ex";"Y";"Gd";1;"Gd";2;400;"TA";0;NA;7;2007;179540
"710";"7162 m2";"IR1";"AllPub";"Gtl";"1Story";7;1966;1966;"TA";876;"GasA";"TA";"Y";"TA";0;NA;1;408;"TA";0;NA;12;2008;109900
"711";"4130 m2";"IR1";"AllPub";"Gtl";"1Story";6;1935;2003;"TA";270;"GasA";"Gd";"Y";"TA";0;NA;0;0;NA;0;NA;7;2008;52000
"712";"8712 m2";"Reg";"AllPub";"Mod";"1.5Fin";7;1900;1950;"TA";859;"GasA";"Gd";"Y";"TA";0;NA;1;384;"TA";0;NA;1;2010;102776
"713";"4671 m2";"IR1";"AllPub";"Gtl";"1Story";5;1988;1989;"TA";1228;"GasA";"Gd";"Y";"Gd";1;"Gd";2;472;"TA";0;NA;10;2008;189000
"714";"9873 m2";"Reg";"AllPub";"Gtl";"1Story";5;1970;1970;"TA";960;"GasW";"TA";"N";"TA";0;NA;2;576;"TA";0;NA;5;2006;129000
"715";"13517 m2";"IR1";"AllPub";"Gtl";"2Story";8;1976;2005;"TA";725;"GasA";"Ex";"Y";"Gd";0;NA;2;475;"TA";0;NA;3;2010;130500
"716";"10140 m2";"Reg";"AllPub";"Gtl";"1Story";5;1974;1974;"TA";1064;"GasA";"TA";"Y";"TA";1;"TA";2;478;"TA";0;NA;8;2009;165000
"717";"10800 m2";"Reg";"AllPub";"Gtl";"2Story";8;1890;1998;"TA";718;"GasA";"Ex";"Y";"TA";0;NA;2;704;"TA";0;NA;7;2007;159500
"718";"10000 m2";"Reg";"AllPub";"Gtl";"1Story";6;1973;2000;"TA";1176;"GasA";"Gd";"Y";"Gd";1;"Fa";2;439;"TA";0;NA;11;2008;157000
"719";"10542 m2";"Reg";"AllPub";"Gtl";"2Story";5;1993;1994;"TA";1311;"GasA";"Ex";"Y";"Gd";1;"TA";3;983;"TA";0;NA;8;2008;341000
"720";"9920 m2";"IR1";"AllPub";"Gtl";"1Story";6;1969;1969;"TA";971;"GasA";"TA";"Y";"TA";1;"Po";1;300;"TA";0;NA;5;2006;128500
"721";"6563 m2";"IR1";"AllPub";"Mod";"1Story";5;1985;1985;"TA";1742;"GasA";"TA";"Y";"Gd";1;"TA";2;564;"TA";0;NA;12;2006;275000
"722";"4426 m2";"Reg";"AllPub";"Gtl";"1Story";5;2004;2004;"TA";848;"GasA";"Ex";"Y";"Gd";0;NA;2;420;"TA";0;NA;5;2010;143000
"723";"8120 m2";"Reg";"AllPub";"Gtl";"1Story";7;1970;1970;"TA";864;"GasA";"Ex";"Y";"TA";0;NA;2;463;"TA";0;NA;7;2009;124500
"724";"8172 m2";"Reg";"AllPub";"Gtl";"1.5Fin";6;1954;1972;"TA";941;"GasA";"Ex";"Y";"TA";0;NA;1;548;"TA";0;NA;5;2008;135000
"725";"13286 m2";"IR1";"AllPub";"Gtl";"1Story";5;2007;2008;"TA";1698;"GasA";"Ex";"Y";"Ex";1;"Gd";3;768;"TA";0;NA;2;2009;320000
"726";"6960 m2";"Reg";"AllPub";"Gtl";"1Story";6;1970;1970;"TA";864;"GasA";"TA";"Y";"Gd";0;NA;2;660;"TA";0;NA;11;2009;120500
"727";"21695 m2";"IR1";"AllPub";"Gtl";"1Story";9;1988;2007;"TA";880;"GasA";"Ex";"Y";"Gd";1;"Gd";2;540;"TA";0;NA;12;2009;222000
"728";"7314 m2";"Reg";"AllPub";"Gtl";"1Story";5;2007;2007;"TA";1232;"GasA";"Ex";"Y";"Gd";0;NA;2;632;"TA";0;NA;2;2009;194500
"729";"11475 m2";"Reg";"AllPub";"Gtl";"1Story";5;1958;1958;"TA";1584;"GasA";"TA";"Y";"TA";0;NA;3;888;"TA";0;NA;7;2009;110000
"730";"6240 m2";"Reg";"AllPub";"Gtl";"1.5Fin";5;1925;1950;"TA";780;"GasA";"TA";"Y";"TA";0;NA;2;539;"TA";0;NA;1;2009;103000
"731";"5389 m2";"IR1";"AllPub";"Gtl";"1Story";5;1995;1996;"TA";1595;"GasA";"Ex";"Y";"Gd";1;"TA";2;608;"TA";0;NA;3;2010;236500
"732";"9590 m2";"IR1";"AllPub";"Gtl";"SLvl";5;2003;2003;"TA";868;"GasA";"Ex";"Y";"Gd";1;"Gd";2;438;"TA";0;NA;5;2007;187500
"733";"11404 m2";"IR1";"AllPub";"Gtl";"2Story";5;1998;1999;"TA";1153;"GasA";"Ex";"Y";"Gd";1;"TA";2;541;"TA";0;NA;7;2008;222500
"734";"10000 m2";"Reg";"AllPub";"Gtl";"1Story";6;1961;1983;"TA";864;"GasA";"Ex";"Y";"TA";1;"TA";1;264;"TA";0;NA;3;2009;131400
"735";"8978 m2";"IR1";"AllPub";"Gtl";"1Story";5;1968;1968;"TA";948;"GasA";"TA";"Y";"TA";0;NA;1;300;"TA";0;NA;5;2007;108000
"736";"10800 m2";"Reg";"AllPub";"Gtl";"2.5Unf";7;1914;1970;"TA";880;"GasW";"Fa";"N";"TA";2;"TA";2;320;"TA";0;NA;10;2006;163000
"737";"8544 m2";"Reg";"AllPub";"Gtl";"1Story";4;1950;1950;NA;0;"GasA";"Gd";"N";"TA";0;NA;2;400;"TA";0;NA;7;2006;93500
"738";"10463 m2";"IR1";"AllPub";"Gtl";"2Story";5;2005;2005;"TA";893;"GasA";"Ex";"Y";"Gd";1;"Gd";3;800;"TA";0;NA;6;2006;239900
"739";"10800 m2";"Reg";"AllPub";"Gtl";"1Story";5;1987;1988;"Gd";1200;"GasA";"TA";"Y";"TA";0;NA;0;0;NA;0;NA;3;2009;179000
